,name_food,calories,link
1350,Mero en papillote,118,https://queapetito.com/receta-mero-papillote/
1351,Mero con arroz salvaje,280,https://queapetito.com/receta-mero-arroz-salvaje/
1352,Salmón al horno con salsa de soja,260,https://queapetito.com/receta-salmon-horno-salsa-soja/
1353,Estofado de besugo,146,https://queapetito.com/receta-estofado-besugo/
1354,Merluza en salsa americana,250,https://queapetito.com/receta-merluza-salsa-americana/
1355,Mero al chocolate,270,https://queapetito.com/receta-mero-chocolate/
1356,Merluza en salsa de langostinos,200,https://queapetito.com/receta-merluza-salsa-langostinos/
1357,Salmón con salsa holandesa,250,https://queapetito.com/receta-salmon-salsa-holandesa/
1358,Bacalao al horno con espinacas,275,https://queapetito.com/receta-bacalao-horno-espinacas/
1359,Salmón marinado al horno,171,https://queapetito.com/receta-salmon-marinado-horno/
1360,Salmón al horno con verduras,250,https://queapetito.com/receta-salmon-horno-verduras/
1361,Salmón a la sidra,347,https://queapetito.com/receta-salmon-sidra/
1362,Mero al limón,299,https://queapetito.com/receta-mero-limon/
1363,Salmón a la mantequilla,572,https://queapetito.com/receta-salmon-mantequilla/
1364,Salmón al mango,300,https://queapetito.com/receta-salmon-mango/
1365,Mero con salsa de champiñones,230,https://queapetito.com/receta-mero-salsa-champinones/
1366,Salmón marinado japonés,230,https://queapetito.com/receta-salmon-marinado-japones/
1367,Salmón con Semillas de Amapola,215,https://queapetito.com/receta-salmon-semillas-amapola/
1368,Mero a la Naranja,254,https://queapetito.com/receta-mero-naranja/
1369,Mero al Alioli,322,https://queapetito.com/receta-mero-alioli/
1370,Salmón al horno con queso,280,https://queapetito.com/receta-salmon-horno-queso/
1371,Chipirones encebollados con vino blanco,366,https://queapetito.com/receta-chipirones-encebollados-vino-blanco/
1372,Salmón con costra de nueces,215,https://queapetito.com/receta-salmon-costra-nueces/
1373,Mero al horno con vino blanco,254,https://queapetito.com/receta-mero-horno-vino-blanco/
1374,Mero con Pimientos al Vapor,144,https://queapetito.com/receta-mero-pimientos-vapor/
1375,Salmón a la pimienta,215,https://queapetito.com/receta-salmon-pimienta/
1376,Salmón con salsa de gambas,300,https://queapetito.com/receta-salmon-salsa-gambas/
1377,Salmón al vapor con verduras,180,https://queapetito.com/receta-salmon-vapor-verduras/
1378,Mero en salsa de cebollín,160,https://queapetito.com/receta-mero-salsa-cebollin/
1379,Salmón al vinagre de módena,260,https://queapetito.com/receta-salmon-vinagre-modena/
1380,Mero asado con salsa de tomate,200,https://queapetito.com/receta-mero-asado-salsa-tomate/
1381,Salmón al horno patatas y gambas,380,https://queapetito.com/receta-salmon-horno-patatas-gambas/
1382,Salmón al ajillo,250,https://queapetito.com/receta-salmon-ajillo/
1383,Salmón a la nata,268,https://queapetito.com/receta-salmon-nata/
1384,Salmón al horno con crema de limón,280,https://queapetito.com/receta-salmon-horno-crema-limon/
1385,Salmón al Horno con Hinojo y Tomate,218,https://queapetito.com/salmon-horno-hinojo-tomate/
1386,Sushi de salmón y atún,330,https://queapetito.com/receta-sushi-salmon-atun/
1387,Atún al jerez,210,https://queapetito.com/receta-atun-jerez/
1388,Salmón al cava,350,https://queapetito.com/receta-salmon-cava/
1389,Salmón al horno con coliflor,210,https://queapetito.com/receta-salmon-horno-coliflor/
1390,Abadejo a la plancha con salsa,200,https://queapetito.com/receta-abadejo-plancha-salsa/
1391,Salmón al horno sin aceite,115,https://queapetito.com/receta-salmon-horno-sin-aceite/
1392,Abaja a la algecirena,,https://queapetito.com/receta-abaja-algecirena/
1393,Bacalao Dorado,156,https://queapetito.com/receta-bacalao-dorado/
1394,Salmón con leche de coco,370,https://queapetito.com/receta-salmon-leche-coco/
1395,Salmón a la Miel,217,https://queapetito.com/receta-salmon-miel/
1396,Salmón a las finas hierbas,320,https://queapetito.com/receta-salmon-finas-hierbas/
1397,Lomos de congrio a la romana,222,https://queapetito.com/receta-lomos-congrio-romana/
1398,Abadejo a la cerveza,198,https://queapetito.com/receta-abadejo-cerveza/
1399,Salmón a la pimienta verde,284,https://queapetito.com/receta-salmon-pimienta-verde/
1400,Bacalao con nata,315,https://queapetito.com/receta-bacalao-nata-2/
1401,Rodaballo con guisantes,220,https://queapetito.com/receta-rodaballo-guisantes/
1402,Abadejo al horno con verduras,197,https://queapetito.com/receta-abadejo-horno-verduras/
1403,Aspic de salmón,350,https://queapetito.com/receta-aspic-salmon/
1404,Atún con salsa de soja,288,https://queapetito.com/receta-atun-salsa-soja/
1405,Salmón al horno con patatas y verduras,280,https://queapetito.com/receta-salmon-horno-patatas-verduras/
1406,Merluza con salsa de setas,280,https://queapetito.com/receta-merluza-salsa-setas/
1407,Congrio a la gallega,360,https://queapetito.com/receta-congrio-gallega/
1408,Merluza en salsa de espinaca,230,https://queapetito.com/receta-merluza-salsa-espinaca/
1409,Salmón con brócoli y zanahoria,260,https://queapetito.com/receta-salmon-brocoli-zanahoria/
1410,Merluza con salsa de limón,190,https://queapetito.com/receta-merluza-salsa-limon/
1411,Merluza gratinada con bechamel,204,https://queapetito.com/receta-merluza-gratinada-bechamel/
1412,Merluza en salsa con almeja,350,https://queapetito.com/receta-merluza-salsa-almeja/
1413,Atún a la Sal,145,https://queapetito.com/receta-atun-sal/
1414,Rodaballo a la Cazuela,244,https://queapetito.com/receta-rodaballo-cazuela/
1415,Congrio al horno con tomate,160,https://queapetito.com/receta-congrio-horno-tomate/
1416,Lenguado a la Menier,250,https://queapetito.com/receta-lenguado-menier/
1417,Merluza en salsa de zanahorias,125,https://queapetito.com/receta-merluza-salsa-zanahorias/
1418,Merluza al horno con mayonesa,279,https://queapetito.com/receta-merluza-horno-mayonesa/
1419,Rodaballo con Almejas,461,https://queapetito.com/receta-rodaballo-almejas/
1420,Merluza con espárragos al horno,170,https://queapetito.com/receta-merluza-esparragos-horno/
1421,Merluza gratinada con alioli,133,https://queapetito.com/receta-merluza-gratinada-alioli/
1422,Merluza con salsa de pimientos,190,https://queapetito.com/receta-merluza-salsa-pimientos/
1423,Aspic de pescado,95,https://queapetito.com/receta-aspic-pescado/
1424,Merluza guisada con patatas,255,https://queapetito.com/receta-merluza-guisada-patatas/
1425,Atún con salsa de almendras,280,https://queapetito.com/receta-atun-salsa-almendras/
1426,Bacalao con nata y gambas,400,https://queapetito.com/receta-bacalao-nata-gambas/
1427,Rodaballo al horno con verduras,160,https://queapetito.com/receta-rodaballo-horno-verduras/
1428,Atún aromatizado,288,https://queapetito.com/receta-atun-aromatizado/
1429,Bacaladilla a la andaluza,150,https://queapetito.com/receta-bacaladilla-andaluza/
1430,Rodaballo al horno con limón,120,https://queapetito.com/receta-rodaballo-horno-limon/
1431,Lomos de merluza con salsa de espárragos,200,https://queapetito.com/receta-lomos-merluza-salsa-esparragos/
1432,Filetes de rodaballo con salsa,320,https://queapetito.com/receta-filetes-rodaballo-salsa/
1433,Lenguado al horno,75,https://queapetito.com/receta-lenguado-horno/
1434,Rodaballo a la bilbaína,200,https://queapetito.com/receta-rodaballo-bilbaina/
1435,Merluza encebollada,288,https://queapetito.com/receta-merluza-encebollada/
1436,Rodaballo en salsa de azafrán,380,https://queapetito.com/receta-rodaballo-salsa-azafran/
1437,Rape en Salsa,128,https://queapetito.com/receta-rape-salsa/
1438,Rodaballo en Salsa Verde,182,https://queapetito.com/receta-rodaballo-salsa-verde/
1439,Atún al Vapor,145,https://queapetito.com/receta-atun-vapor/
1440,Merluza en salsa amarilla,220,https://queapetito.com/receta-merluza-salsa-amarilla/
1441,Solomillos de atún en salsa verde,160,https://queapetito.com/receta-solomillos-atun-salsa-verde/
1442,Bacaladilla Frita,211,https://queapetito.com/receta-bacaladilla-frita/
1443,Emperador a la plancha,117,https://queapetito.com/receta-emperador-plancha/
1444,Atún con tomate,173,https://queapetito.com/receta-atun-tomate/
1445,Atún en Salsa Canaria,157,https://queapetito.com/receta-atun-salsa-canaria/
1446,Sardinas a la veneciana,250,https://queapetito.com/receta-sardinas-veneciana/
1447,Rodaballo a la marinera,210,https://queapetito.com/receta-rodaballo-marinera/
1448,Bacaladilla rebozada,170,https://queapetito.com/receta-bacaladilla-rebozada/
1449,Bacaladilla a la plancha,100,https://queapetito.com/receta-bacaladilla-plancha/
1450,Rodaballo con salsa de tomate,150,https://queapetito.com/receta-rodaballo-salsa-tomate/
1451,Bacaladilla en papillote,130,https://queapetito.com/receta-bacaladilla-papillote/
1452,Fideuá de congrio,288,https://queapetito.com/receta-fideua-congrio/
1453,Caballa en escabeche,240,https://queapetito.com/receta-caballa-escabeche/
1454,Huevas de merluza fritas,380,https://queapetito.com/receta-huevas-merluza-fritas/
1455,Salmón con salsa de vainilla,270,https://queapetito.com/receta-salmon-salsa-vainilla/
1456,Bacalao a la vizcaína,200,https://queapetito.com/receta-bacalao-vizcaina/
1457,Sardinas marinadas con cítricos,270,https://queapetito.com/receta-sardinas-marinadas-citricos/
1458,Sardinas a la plancha,200,https://queapetito.com/receta-sardinas-plancha/
1459,Sargo al horno,588,https://queapetito.com/receta-sargo-horno/
1460,Caballa al vino blanco,150,https://queapetito.com/receta-caballa-vino-blanco/
1461,Dorada salvaje a la sal,200,https://queapetito.com/receta-dorada-salvaje-sal/
1462,Gallo al horno,80,https://queapetito.com/receta-gallo-horno-pescado/
1463,Albóndigas de marisco,162,https://queapetito.com/receta-albondigas-marisco/
1464,Gallo a la plancha con limón,144,https://queapetito.com/receta-gallo-plancha-limon-pescado/
1465,Empanada de bonito en escabeche,250,https://queapetito.com/receta-empanada-bonito-escabeche/
1466,Merluza al curry,215,https://queapetito.com/receta-merluza-curry/
1467,Ventresca en salsa de tomate,268,https://queapetito.com/receta-ventresca-salsa-tomate/
1468,Merluza con guisantes,240,https://queapetito.com/receta-merluza-guisantes/
1469,Suquet de merluza,367,https://queapetito.com/receta-suquet-merluza/
1470,Caballa a la plancha,170,https://queapetito.com/receta-caballa-plancha/
1471,Pulpo Asado al Horno,282,https://queapetito.com/receta-pulpo-asado-horno/
1472,Truchas en salsa de almendras,385,https://queapetito.com/receta-truchas-salsa-almendras/
1473,Huevas de pescado aliñadas,160,https://queapetito.com/receta-huevas-pescado-alinadas/
1474,Papillotes de Trucha con Verduras,291,https://queapetito.com/receta-papillotes-trucha-verduras/
1475,Lubina a la espalda,278,https://queapetito.com/receta-lubina-espalda/
1476,Sepia en salsa de almendras,220,https://queapetito.com/receta-sepia-salsa-almendras/
1477,Truchas escabechadas,230,https://queapetito.com/receta-truchas-escabechadas/
1478,Pulpo en salsa de cava,101,https://queapetito.com/receta-pulpo-salsa-cava/
1479,Bacalao al pil pil,215,https://queapetito.com/receta-bacalao-pil-pil/
1480,Filetes de lenguado al limón,160,https://queapetito.com/receta-filetes-lenguado-limon/
1481,Dorada rellena al horno,290,https://queapetito.com/receta-dorada-rellena-horno/
1482,Emperador en salsa verde,133,https://queapetito.com/receta-emperador-salsa-verde/
1483,Lubina Rellena de Gambas,389,https://queapetito.com/receta-lubina-rellena-gambas/
1484,Merluza a la Cerveza,361,https://queapetito.com/receta-merluza-cerveza/
1485,Merluza con salsa de puerros,210,https://queapetito.com/receta-merluza-salsa-puerros/
1486,Lubina rellena de jamón,215,https://queapetito.com/receta-lubina-rellena-jamon/
1487,Merluza a la Donostiarra,235,https://queapetito.com/receta-merluza-donostiarra/
1488,Merluza en Papillote al Horno,170,https://queapetito.com/receta-merluza-papillote-horno/
1489,Rodaballo en salsa,215,https://queapetito.com/receta-rodaballo-salsa/
1490,Merluza a la romana,582,https://queapetito.com/receta-merluza-romana/
1491,Merluza a la Bilbaína,293,https://queapetito.com/receta-merluza-bilbaina/
1492,Merluza con salsa de soja,150,https://queapetito.com/receta-merluza-salsa-soja/
1493,Rodaballo con endivias al horno,260,https://queapetito.com/receta-rodaballo-endivias-horno/
1494,Merluza con salsa de marisco,367,https://queapetito.com/receta-merluza-salsa-marisco/
1495,Lubina al limón,325,https://queapetito.com/receta-lubina-limon/
1496,Anillas de calamar encebollada,150,https://queapetito.com/receta-anillas-calamar-encebollada/
1497,Merluza a la gallega,265,https://queapetito.com/receta-merluza-gallega/
1498,Lubina a la bilbaína,175,https://queapetito.com/receta-lubina-bilbaina/
1499,Revuelto de bacalao,240,https://queapetito.com/receta-revuelto-bacalao/
1500,Lubina en hojaldre con salsa,400,https://queapetito.com/receta-lubina-hojaldre-salsa/
1501,Filetes de fletán encebollados,150,https://queapetito.com/receta-filetes-fletan-encebollados/
1502,Merluza al pil pil,320,https://queapetito.com/receta-merluza-pil-pil/
1503,Lubina a la plancha con guarnición,250,https://queapetito.com/receta-lubina-plancha-guarnicion/
1504,Besugo a la plancha,190,https://queapetito.com/receta-besugo-plancha/
1505,Trucha al hinojo,151,https://queapetito.com/receta-trucha-hinojo/
1506,Nuggets de Bacalao,296,https://queapetito.com/receta-nuggets-bacalao/
1507,Timbal de sepia,147,https://queapetito.com/receta-timbal-sepia/
1508,Rodaballo al ajillo,140,https://queapetito.com/receta-rodaballo-ajillo/
1509,Salmón en salsa de mango,290,https://queapetito.com/receta-salmon-salsa-mango/
1510,Dorada al limón en microondas,170,https://queapetito.com/receta-dorada-limon-microondas/
1511,Lasaña de pescado,590,https://queapetito.com/receta-lasana-pescado/
1512,Dorada a la bilbaína,150,https://queapetito.com/receta-dorada-bilbaina/
1513,Quiche de Salmón,350,https://queapetito.com/receta-quiche-salmon/
1514,Pulpo en salsa de tomate,167,https://queapetito.com/receta-pulpo-salsa-tomate/
1515,Pulpo a la Brasa,83,https://queapetito.com/receta-pulpo-brasa/
1516,Ceviche de salmón,180,https://queapetito.com/receta-ceviche-salmon/
1517,Dorada a la naranja,2105,https://queapetito.com/receta-dorada-naranja/
1518,Bacalao con guisantes,262,https://queapetito.com/receta-bacalao-guisantes/
1519,Verdel de escabeche,153,https://queapetito.com/receta-verdel-escabeche/
1520,Trucha con jamón,360,https://queapetito.com/receta-trucha-jamon/
1521,Dorada a la Menorquina,292,https://queapetito.com/receta-dorada-menorquina/
1522,Congrio con salsa verde,160,https://queapetito.com/receta-congrio-salsa-verde-facil/
1523,Congrio con patatas,250,https://queapetito.com/receta-congrio-patatas/
1524,Boquerones Fritos,148,https://queapetito.com/receta-boquerones-fritos/
1525,Ceviche de rape,140,https://queapetito.com/receta-ceviche-rape/
1526,Dorada en salsa de almendras,221,https://queapetito.com/receta-dorada-salsa-almendras/
1527,Dorada a la Marsellesa,217,https://queapetito.com/receta-dorada-marsellesa/
1528,Vieiras al horno al natural,605,https://queapetito.com/receta-vieiras-horno-natural/
1529,Bacalao al Eneldo,144,https://queapetito.com/receta-bacalao-eneldo/
1530,Makis de salmón,300,https://queapetito.com/receta-makis-salmon/
1531,Bacalao al horno con pimientos,140,https://queapetito.com/receta-bacalao-horno-pimientos/
1532,Salmón a la naranja,240,https://queapetito.com/receta-salmon-naranja/
1533,Bacalao al horno con mayonesa,250,https://queapetito.com/receta-bacalao-horno-mayonesa/
1534,Verdel al horno,249,https://queapetito.com/receta-verdel-horno/
1535,Salmón con almendras,385,https://queapetito.com/receta-salmon-almendras/
1536,Bacalao Skrei con tomate,294,https://queapetito.com/receta-bacalao-skrei-tomate/
1537,Boquerones al limón,120,https://queapetito.com/receta-boquerones-limon/
1538,Trucha al vino blanco,315,https://queapetito.com/receta-trucha-vino-blanco/
1539,Bacalao con salsa de almendras,454,https://queapetito.com/receta-bacalao-salsa-almendras/
1540,Tallarines de Sepia con Verduras,216,https://queapetito.com/receta-tallarines-sepia-verduras/
1541,Hamburguesa de merluza,290,https://queapetito.com/receta-hamburguesa-merluza/
1542,Bacalao Gratinado con patatas,122,https://queapetito.com/receta-bacalao-gratinado-patatas/
1543,Merluza a la Catalana,387,https://queapetito.com/receta-merluza-catalana/
1544,Carpaccio de lubina,230,https://queapetito.com/receta-carpaccio-lubina/
1545,Emperador a la Naranja,298,https://queapetito.com/receta-emperador-naranja/
1546,Brócoli con salmón al horno,310,https://queapetito.com/receta-brocoli-salmon-horno/
1547,Espeto de sardinas,170,https://queapetito.com/receta-espeto-sardinas/
1548,Albóndigas de salmón,302,https://queapetito.com/receta-albondigas-salmon/
1549,Boquerones rebozados fritos,287,https://queapetito.com/receta-boquerones-rebozados-fritos/
1550,Besugo a la espalda,180,https://queapetito.com/receta-besugo-espalda/
1551,Salmón en salsa verde,396,https://queapetito.com/receta-salmon-salsa-verde/
1552,Salmón al vapor en microondas,270,https://queapetito.com/receta-salmon-vapor-microondas/
1553,Salmón en salsa de queso,655,https://queapetito.com/receta-salmon-salsa-queso/
1554,Chipirones en salsa verde,175,https://queapetito.com/receta-chipirones-salsa-verde/
1555,Bacalao a la naranja,150,https://queapetito.com/receta-bacalao-naranja/
1556,Rodaballo a la gallega,193,https://queapetito.com/receta-rodaballo-gallega/
1557,Guiso de bacalao con alcachofas,280,https://queapetito.com/receta-guiso-bacalao-alcachofas/
1558,Calamares a la romana,120,https://queapetito.com/receta-calamares-romana/
1559,Caballa con tomate,155,https://queapetito.com/receta-caballa-tomate/
1560,Hamburguesa de pescado,278,https://queapetito.com/receta-hamburguesa-pescado/
1561,Hamburguesa de atún,160,https://queapetito.com/receta-hamburguesa-atun/
1562,Salmón al microondas,428,https://queapetito.com/receta-salmon-microondas/
1563,Caballa marinada al horno,350,https://queapetito.com/receta-caballa-marinada-horno/
1564,Atún en salsa de pimientos,288,https://queapetito.com/receta-atun-salsa-pimientos/
1565,Merluza con Tomate,174,https://queapetito.com/receta-merluza-tomate/
1566,Ensalada de bacalao y naranja,160,https://queapetito.com/receta-ensalada-bacalao-naranja/
1567,Bacalao a la miel,577,https://queapetito.com/receta-bacalao-miel/
1568,Atún en salsa de naranja,300,https://queapetito.com/receta-atun-salsa-naranja/
1569,Salmón en salsa de mostaza,278,https://queapetito.com/receta-salmon-salsa-mostaza/
1570,Migas de bacalao,270,https://queapetito.com/receta-migas-bacalao/
1571,Sardinas marinadas,235,https://queapetito.com/receta-sardinas-marinadas/
1572,Tartar de Salmón y Mango,222,https://queapetito.com/receta-tartar-salmon-mango/
1573,Urta a la roteña,300,https://queapetito.com/receta-urta-rotena-facil/
1574,Lubina al orio,562,https://queapetito.com/receta-lubina-orio/
1575,Merluza al Vino Blanco,218,https://queapetito.com/receta-merluza-vino-blanco/
1576,Sardinas al horno,208,https://queapetito.com/receta-sardinas-horno/
1577,Mero con Salsa de Almendras,570,https://queapetito.com/receta-mero-salsa-almendras/
1578,Bonito en escabeche,168,https://queapetito.com/receta-bonito-escabeche/
1579,Merluza en salsa de almendras,250,https://queapetito.com/receta-merluza-salsa-almendras/
1580,Merluza en salsa de champiñones,250,https://queapetito.com/receta-merluza-salsa-champinones/
1581,Merluza gratinada,280,https://queapetito.com/receta-merluza-gratinada/
1582,Atún en salsa fácil,310,https://queapetito.com/receta-atun-salsa-facil/
1583,Merluza Rellena de Gambas,452,https://queapetito.com/receta-merluza-rellena-gambas/
1584,Ensaladilla de salmón,305,https://queapetito.com/receta-ensaladilla-salmon/
1585,Bacalao frito,207,https://queapetito.com/receta-bacalao-frito/
1586,Bonito Encebollado,219,https://queapetito.com/receta-bonito-encebollado/
1587,Bacalao a la sidra,200,https://queapetito.com/receta-bacalao-sidra/
1588,Atún al horno,175,https://queapetito.com/receta-atun-horno/
1589,Rape al horno,85,https://queapetito.com/receta-rape-horno/
1590,Milanesa de merluza,350,https://queapetito.com/receta-milanesa-merluza/
1591,Mero con salsa de gambas,318,https://queapetito.com/receta-mero-salsa-gambas/
1592,Merluza rebozada,390,https://queapetito.com/receta-merluza-rebozada/
1593,Cigalas a la plancha,85,https://queapetito.com/receta-cigalas-plancha/
1594,Mero a la parrilla,145,https://queapetito.com/receta-mero-parrilla/
1595,Congrio en salsa verde,150,https://queapetito.com/receta-congrio-salsa-verde/
1596,Bacalao confitado en microondas,250,https://queapetito.com/receta-bacalao-confitado-microondas/
1597,Bacalao en salsa verde,155,https://queapetito.com/receta-bacalao-salsa-verde/
1598,Bacalao rebozado,350,https://queapetito.com/receta-bacalao-rebozado/
1599,Merluza en salsa verde,190,https://queapetito.com/receta-merluza-salsa-verde/
1600,Chicharro al horno fácil,251,https://queapetito.com/receta-chicharro-horno-facil/
1601,Bacalao al horno con patatas,122,https://queapetito.com/receta-bacalao-horno-patatas/
1602,Albóndigas de Bacalao,317,https://queapetito.com/receta-albondigas-bacalao/
1603,Bacalao a la riojana,200,https://queapetito.com/receta-bacalao-riojana/
1604,Ensalada de ahumados,190,https://queapetito.com/receta-ensalada-ahumados-salmon-bacalao/
1605,Trucha Ahumada,364,https://queapetito.com/receta-trucha-ahumada/
1606,Abadejo a la gallega,112,https://queapetito.com/receta-abadejo-gallega/
1607,Bacalao a la plancha con salsa romesco,270,https://queapetito.com/receta-bacalao-plancha-salsa-romesco/
1608,Chocos fritos a la andaluza,738,https://queapetito.com/receta-chocos-fritos-andaluza/
1609,Besugo a la donostiarra,88,https://queapetito.com/receta-besugo-donostiarra/
1610,Albóndigas de Pescado,320,https://queapetito.com/recetas-albondigas-pescado/
1611,Arenques Marinados,243,https://queapetito.com/recetas-arenques-marinados/
1612,Trucha al ajillo,379,https://queapetito.com/receta-trucha-ajillo/
1613,Cocochas de bacalao en salsa,275,https://queapetito.com/receta-cocochas-bacalao-salsa/
1614,Gulas con merluza,125,https://queapetito.com/receta-gulas-merluza/
1615,Jurel al horno,129,https://queapetito.com/receta-jurel-horno/
1616,Abadejo en Salsa Verde,173,https://queapetito.com/receta-abadejo-salsa-verde/
1617,Rodaballo a la plancha,110,https://queapetito.com/receta-rodaballo-plancha/
1618,Gulas con guindilla,247,https://queapetito.com/receta-gulas-guindilla/
1619,Temaki,326,https://queapetito.com/receta-temaki/
1620,Carpaccio de salmón,20,https://queapetito.com/receta-carpaccio-salmon/
1621,Trucha a la navarra,135,https://queapetito.com/receta-trucha-navarra/
1622,Cogote de merluza al horno,130,https://queapetito.com/receta-cogote-merluza-horno/
1623,Dorada a la plancha,110,https://queapetito.com/receta-dorada-plancha/
1624,Gulas al ajillo,120,https://queapetito.com/receta-gulas-ajillo/
1625,Arenques con Tomates,173,https://queapetito.com/receta-arenques-tomates/
1626,Dorada al papillote,230,https://queapetito.com/receta-dorada-papillote/
1627,Tataki de atún rojo con sésamo,234,https://queapetito.com/tataki-atun-rojo-sesamo/
1628,Futomaki,70,https://queapetito.com/receta-futomaki/
1629,Cómo cocer percebes de una manera perfecta,66,https://queapetito.com/receta-cocer-percebes-perfecta/
1630,Lenguado con salsa de miel,198,https://queapetito.com/receta-lenguado-salsa-miel/
1631,Rape en salsa verde,130,https://queapetito.com/receta-rape-salsa-verde/
1632,Bacalao con nata,310,https://queapetito.com/receta-bacalao-nata/
1633,Caldo de pescado,200,https://queapetito.com/receta-caldo-pescado/
1634,Dados de rape en salsa,269,https://queapetito.com/receta-dados-rape-salsa/
1635,Merluza a la Marinera,250,https://queapetito.com/receta-merluza-marinera/
1636,Merluza rellena al horno,400,https://queapetito.com/receta-merluza-rellena-horno/
1637,Bacalao al ajoarriero,399,https://queapetito.com/receta-bacalao-ajoarriero/
1638,Tartar de atún,355,https://queapetito.com/receta-tartar-atun/
1639,Melva en escabeche,168,https://queapetito.com/receta-melva-escabeche/
1640,Ventresca de bonito fácil,150,https://queapetito.com/receta-ventresca-bonito-facil/
1641,Ventresca de atún al horno,120,https://queapetito.com/receta-ventresca-atun-horno/
1642,Salmón al horno,240,https://queapetito.com/receta-salmon-horno/
1643,Merluza a la cazuela,200,https://queapetito.com/receta-merluza-cazuela/
1644,Merluza en salsa,64,https://queapetito.com/receta-merluza-salsa/
1645,Cazón en adobo o bienmesabe,1500,https://queapetito.com/receta-cazon-en-adobo-bienmesabe/
1646,Pargo al horno con patatas,277,https://queapetito.com/receta-pargo-horno-patatas/
1647,Bacalao con patatas,194,https://queapetito.com/receta-bacalao-con-patatas/
1648,Besugo al horno,326,https://queapetito.com/receta-besugo-horno/
1649,Bacalao con manzana,,https://queapetito.com/receta-bacalao-con-manzana/
1650,Merluza al orio,140,https://queapetito.com/receta-merluza-orio/
1651,Trucha al horno,,https://queapetito.com/receta-trucha-al-horno/
1652,Salmón a la plancha,499,https://queapetito.com/receta-salmon-plancha/
1653,Sardinas en escabeche,287,https://queapetito.com/receta-sardinas-escabeche/
1654,Bacalao Encebollado,325,https://queapetito.com/receta-bacalao-encebollado/
1655,Croquetas de atún,220,https://queapetito.com/receta-croquetas-atun/
1656,Dorada al horno con patatas,140,https://queapetito.com/receta-dorada-horno-patatas/
1657,Merluza a la vasca,330,https://queapetito.com/receta-merluza-vasca/
1658,Atún encebollado,207,https://queapetito.com/receta-atun-encebollado/
1659,Huevas de merluza en vinagreta,275,https://queapetito.com/receta-huevas-merluza-vinagreta/
1660,Puntillas de calamar en salsa,150,https://queapetito.com/receta-puntillas-calamar-salsa/
1661,Bacalao con tomate,270,https://queapetito.com/receta-bacalao-tomate/
1662,Salmón al horno muy fácil,171,https://queapetito.com/receta-salmon-al-horno-muy-facil/
1663,Lubina a la sal,268,https://queapetito.com/receta-lubina-sal/
1664,Calamares guisados en salsa,195,https://queapetito.com/receta-calamares-guisados-salsa/
1665,Dorada a la sal en Microondas,300,https://queapetito.com/receta-dorada-sal-microondas/
1666,Pescadilla rebozada,305,https://queapetito.com/receta-pescadilla-rebozada/
1667,Lenguado Rebozado,185,https://queapetito.com/receta-lenguado-rebozado/
1668,Lubina al Microondas,110,https://queapetito.com/receta-lubina-microondas/
1669,Palometa al horno,120,https://queapetito.com/receta-palometa-horno/
1670,Pastel de pescado,330,https://queapetito.com/receta-pastel-pescado/
1671,Merluza al vapor,180,https://queapetito.com/receta-merluza-vapor/
1672,Bonito en Salsa,153,https://queapetito.com/receta-bonito-en-salsa/
1673,Mero en Salsa,200,https://queapetito.com/receta-mero-salsa/
1674,Merluza a la Sidra,125,https://queapetito.com/receta-merluza-sidra/
1675,Salmón al horno con limón y romero,170,https://queapetito.com/receta-salmon-horno-limon-romero/
1676,Dorada el horno,158,https://queapetito.com/receta-dorada-horno/
1677,Pulpo a Feira,164,https://queapetito.com/receta-pulpo-feira/
1678,Pastel de merluza sin nata,324,https://queapetito.com/receta-pastel-merluza-sin-nata/
1679,Bocaditos de sardina,270,https://queapetito.com/receta-bocaditos-sardina/
1680,Salmonetes al Horno,210,https://queapetito.com/receta-salmonetes-horno/
1681,Anchoas al horno,120,https://queapetito.com/receta-anchoas-horno/
1682,"Ceviche de corvina, un clásico de Perú",145,https://queapetito.com/receta-ceviche-corvina-peru/
1683,Abadejo al horno,138,https://queapetito.com/receta-abadejo-horno/
1684,Atún en Escabeche,100,https://queapetito.com/receta-atun-escabeche/
1685,Bacaladilla al Horno,100,https://queapetito.com/receta-bacaladilla-horno/
1686,Brandada de Bacalao,270,https://queapetito.com/receta-brandada-bacalao/
1687,Rape con Verduras,270,https://queapetito.com/receta-rape-verduras/
1688,Sepia a la plancha con picada de ajo y perejil,70,https://queapetito.com/receta-sepia-plancha-picada-ajo-perejil/
1689,"Sopa de bacalao, un delicioso plato",85,https://queapetito.com/receta-sopa-bacalao/
1690,Merluza rellena de champiñones,200,https://queapetito.com/receta-merluza-rellena-champinones/
1691,Zarzuela de Pescado,350,https://queapetito.com/receta-zarzuela-pescado/
1692,Cómo hacer sushi,300,https://queapetito.com/como-hacer-sushi/
1693,Rodaballo al horno,102,https://queapetito.com/receta-rodaballo-horno/
1694,Calamares encebollados,366,https://queapetito.com/receta-calamares-encebollados/
1695,Caballa al horno,170,https://queapetito.com/receta-caballa-horno/
1696,Buñuelos de bacalao,377,https://queapetito.com/receta-bunuelos-bacalao/
1697,Salmonetes a la Plancha,100,https://queapetito.com/receta-salmonetes-plancha/
1698,Merluza a la plancha,80,https://queapetito.com/receta-merluza-plancha/
1699,Marmitako de atún,270,https://queapetito.com/receta-marmitako-atun/
